brand,model,year,mileage,condition,color,owners_count,accident,month,price,days_to_sell,brand_encoded,model_encoded,color_encoded,age,mileage_per_year,is_premium_color,price_normalized
Hyundai,Solaris,2023,72023,4,Серый,1,1,3,1180000,74,6,48,3,3,18005.75,1,1.4481437987325567
BMW,5 Series,2017,193808,2,Белый,1,0,10,507000,66,0,2,0,9,19380.8,1,0.5864970028394153
Chery,Tiggo 4,2019,111293,8,Серый,1,0,4,552000,14,2,52,3,7,13911.625,1,1.1949378330373002
Volkswagen,Polo,2024,29150,7,Синий,1,0,10,1822000,51,15,40,4,2,9716.666666666666,0,1.9931583029664428
Mazda,3,2015,233734,5,Серебристый,3,0,9,365000,40,9,0,2,11,19477.833333333332,1,0.40377575453228826
Exeed,VX,2021,75022,1,Красный,1,0,8,855000,72,3,59,1,5,12503.666666666666,0,1.0872183647442257
Changan,UNI-K,2011,218770,7,Белый,3,1,2,217000,71,1,58,0,15,13673.125,1,0.2666976758257134
Lada,Niva Travel,2012,251537,8,Красный,1,0,10,98000,31,8,35,1,14,16769.133333333335,0,0.34609991882517893
BMW,5 Series,2023,34644,10,Серый,1,0,6,1888000,49,0,2,3,3,8661.0,1,2.184036176254075
Mercedes-Benz,GLC,2016,172917,8,Черный,1,0,12,637000,37,10,21,5,10,15719.727272727272,1,0.7686681859134029
Changan,CS55,2020,96760,8,Белый,2,1,6,1043000,46,1,10,0,6,13822.857142857143,1,1.2338296380212548
Changan,CS55,2019,154020,2,Серебристый,1,1,9,504000,82,1,10,2,7,19252.5,1,0.5962129794465124
UAZ,Profi,2020,93827,1,Черный,2,0,7,244000,67,14,41,5,6,13403.857142857143,1,0.9629934929496546
Toyota,RAV4,2014,217659,2,Красный,3,0,11,290000,56,13,43,1,12,16743.0,0,0.3392190720213892
Volkswagen,Jetta,2015,254216,8,Красный,2,0,4,423000,21,15,25,1,11,21184.666666666668,0,0.49379297317718174
Exeed,RX,2018,157851,4,Черный,3,0,11,612000,88,3,44,5,8,17539.0,1,0.7704072238359531
BMW,X3,2021,83985,10,Синий,2,0,10,1485000,23,0,62,4,5,13997.5,0,1.6894326085142852
Volkswagen,Jetta,2012,130223,6,Красный,1,0,1,407000,46,15,25,1,14,8681.533333333333,0,0.47511522478277296
Kia,Sorento,2017,71952,3,Черный,1,0,12,647000,68,7,49,5,9,7195.2,1,0.7317604045650243
Hyundai,Santa Fe,2011,174544,3,Синий,3,1,4,202000,67,6,47,4,15,10909.0,0,0.23420289855072463
Haval,F7,2018,178613,3,Синий,3,0,12,557000,77,5,19,4,8,19845.88888888889,0,0.6624532700961249
Volkswagen,Passat,2025,18329,6,Синий,1,1,7,1512000,74,15,37,4,1,9164.5,0,1.7627463638780239
Hyundai,Solaris,2024,34187,4,Серый,1,0,10,1621000,68,6,48,3,2,11395.666666666666,1,1.9893568624961648
Exeed,RX,2017,163821,9,Серебристый,2,1,5,661000,26,3,44,2,9,16382.1,1,0.8320901551561519
Mercedes-Benz,C-Class,2025,23403,3,Белый,1,0,1,1740000,74,10,8,0,1,11701.5,1,2.109960299673433
Skoda,Kodiaq,2025,16323,7,Черный,1,0,6,2239000,53,12,30,5,1,8161.5,1,2.763506546261288
Chery,Arrizo 8,2024,44845,9,Серебристый,1,0,9,2071000,46,2,6,2,2,14948.333333333334,1,2.4770024933769674
BMW,3 Series,2020,85931,7,Серебристый,1,0,5,1253000,44,0,1,2,6,12275.857142857143,1,1.4662063087335582
Skoda,Karoq,2015,212669,1,Красный,3,0,8,307000,66,12,29,1,11,17722.416666666668,0,0.3562270783558809
Exeed,RX,2014,163489,3,Серебристый,2,1,2,272000,92,3,44,2,12,12576.076923076924,1,0.34240321059375695
Volkswagen,Jetta,2012,238084,10,Красный,4,0,2,316000,26,15,25,1,14,15872.266666666666,0,0.3688855307895731
Lada,Largus,2022,62417,7,Серый,2,0,11,446000,68,8,33,3,4,12483.4,1,1.577282042274138
Nissan,Qashqai,2011,260917,5,Серебристый,1,0,9,234000,45,11,42,2,15,16307.3125,1,0.27653824833702884
Nissan,Juke,2024,47007,6,Красный,1,0,2,1712000,43,11,27,1,2,15669.0,0,1.9199144571911053
Hyundai,Solaris,2018,156950,4,Синий,3,1,2,514000,69,6,48,4,8,17438.88888888889,0,0.6308016208038425
BMW,X3,2018,115036,1,Белый,3,0,10,627000,64,0,62,0,8,12781.777777777777,1,0.7133159902615871
Toyota,RAV4,2018,169003,9,Белый,3,0,11,897000,36,13,43,0,8,18778.11111111111,1,1.0492396813902969
BMW,5 Series,2013,276308,8,Красный,3,0,10,324000,31,0,2,1,13,19736.285714285714,0,0.37480281838258495
Haval,F7x,2019,137278,5,Белый,2,1,1,656000,71,5,20,0,7,17159.75,1,0.817794744883049
Mazda,CX-5,2014,240946,10,Белый,1,0,7,455000,42,9,12,0,12,18534.30769230769,1,0.572889416348702
Lada,Niva Travel,2012,326948,9,Красный,3,1,2,88000,58,8,35,1,14,21796.533333333333,0,0.3107836005777117
BMW,3 Series,2019,106029,8,Серый,1,1,7,966000,64,0,1,3,7,13253.625,1,1.1303713441633019
Skoda,Karoq,2017,169747,6,Красный,1,0,6,621000,40,12,29,1,9,16974.7,0,0.7205765982377916
Haval,F7x,2013,286135,6,Черный,1,0,5,315000,52,5,20,5,13,20438.214285714286,1,0.39269107414353727
Volkswagen,Jetta,2012,222737,6,Белый,4,0,8,308000,23,15,25,0,14,14849.133333333333,1,0.35954665659236873
Chery,Arrizo 8,2020,66575,1,Красный,2,1,6,546000,96,2,6,1,6,9510.714285714286,0,0.6530388031790556
Exeed,LX,2012,219733,5,Белый,1,1,7,217000,59,3,31,0,14,14648.866666666667,1,0.27543228115441437
UAZ,Profi,2021,99775,4,Серебристый,1,0,8,377000,83,14,41,2,5,16629.166666666668,1,1.4879038805000813
Skoda,Octavia,2016,185603,2,Красный,1,1,7,348000,79,12,36,1,10,16873.0,0,0.3981469095210268
Skoda,Octavia,2017,177169,6,Белый,1,0,12,664000,55,12,36,0,9,17716.9,1,0.7596826089711546
Mazda,CX-30,2021,57213,5,Красный,1,0,11,1142000,56,9,11,1,5,9535.5,0,1.3159622929464996
Hyundai,Creta,2018,148041,9,Серый,2,0,2,858000,46,6,16,3,8,16449.0,1,1.0080119565904384
Geely,Monjaro,2016,85547,2,Синий,2,0,5,504000,55,4,34,4,10,7777.0,0,0.6143435914065033
Exeed,TX,2024,11881,3,Серый,1,1,8,1084000,106,3,51,3,2,3960.3333333333335,1,1.3433114458606927
Toyota,Camry,2021,96196,6,Белый,2,0,12,1358000,57,13,13,0,5,16032.666666666666,1,1.5366542326295312
Chery,Tiggo 7 Pro,2019,111386,2,Серебристый,1,0,6,665000,67,2,53,2,7,13923.25,1,0.8152307164223017
Haval,F7x,2023,51400,2,Черный,1,1,10,934000,92,5,20,5,3,12850.0,1,1.1643602007938534
Lada,Granta,2011,350000,4,Черный,2,1,12,54000,97,8,23,5,15,21875.0,1,0.1906297668337328
Kia,K5,2022,80572,8,Черный,2,0,7,1639000,28,7,28,5,4,16114.4,1,1.8600258093900632
Kia,Sorento,2019,149935,10,Красный,1,0,7,1126000,31,7,49,1,7,18741.875,0,1.2735119251007996
UAZ,Patriot,2023,84851,4,Синий,1,0,3,473000,53,14,38,4,3,21212.75,0,1.6572515874470402
Exeed,LX,2012,109176,1,Черный,1,0,4,278000,73,3,31,5,14,7278.4,1,0.35285794544206084
Geely,Coolray,2019,134449,9,Синий,2,0,11,979000,46,4,14,4,7,16806.125,0,1.2366233662735098
Haval,F7,2013,162579,7,Черный,4,0,4,420000,32,5,19,5,13,11612.785714285714,1,0.4995159307726615
BMW,3 Series,2023,32214,3,Серый,1,0,9,1326000,65,0,1,3,3,8053.5,1,1.5516277457148429
Mercedes-Benz,E-Class,2011,349922,8,Синий,4,0,8,264000,30,10,18,4,15,21870.125,0,0.28937459487411055
BMW,X5,2011,121605,7,Синий,1,0,5,405000,41,0,63,4,15,7600.3125,0,0.47524016114037804
Mazda,3,2016,238341,8,Серый,1,0,3,552000,20,9,0,3,10,21667.363636363636,1,0.6106416890460907
Hyundai,Tucson,2022,81587,9,Синий,1,0,2,1736000,23,6,56,4,4,16317.4,0,2.097475987031482
UAZ,Pickup,2013,191082,6,Красный,3,0,6,115000,40,14,39,1,13,13648.714285714286,0,0.4391025262137529
Toyota,Land Cruiser Prado,2021,122434,2,Серый,1,0,10,940000,58,13,32,3,5,20405.666666666668,1,1.0033280956363801
UAZ,Profi,2025,21851,6,Белый,1,0,9,622000,56,14,41,0,1,10925.5,1,2.454844068092972
Lada,Niva Travel,2012,313735,6,Белый,3,0,7,95000,57,8,35,0,14,20915.666666666668,1,0.33550502335093874
BMW,5 Series,2019,99459,6,Красный,2,0,1,1004000,44,0,2,1,7,12432.375,0,1.161426017457146
Lada,Vesta,2017,68380,10,Красный,2,0,11,315000,57,8,60,1,9,6838.0,0,1.1097167856320516
Chery,Tiggo 4,2024,34539,6,Белый,1,0,8,893000,78,2,52,0,2,11513.0,1,1.9331150088809947
Geely,Monjaro,2016,191027,9,Красный,3,0,7,555000,40,4,34,1,10,17366.090909090908,0,0.6765093119654948
Mazda,CX-5,2018,163342,3,Черный,3,1,2,476000,72,9,12,5,8,18149.11111111111,1,0.5993304663340268
Toyota,Camry,2022,47950,1,Серый,1,0,12,1026000,70,13,13,3,4,9590.0,1,1.160977351014653
Geely,Coolray,2024,31541,6,Синий,1,0,7,1754000,50,4,14,4,2,10513.666666666666,0,2.2155642333439594
Volkswagen,Passat,2025,18319,6,Синий,1,0,8,1933000,42,15,37,4,1,9159.5,0,2.2535639691641665
Mazda,3,2020,114147,2,Серый,2,0,9,872000,62,9,0,3,6,16306.714285714286,1,0.9646368711017955
Mazda,CX-5,2021,65071,3,Черный,2,0,2,1023000,63,9,12,5,5,10845.166666666666,1,1.2880568635708178
Volkswagen,Tiguan,2021,55352,6,Красный,1,0,4,1269000,35,15,55,1,5,9225.333333333334,0,1.4142594523699459
Lada,Granta,2024,47745,6,Серебристый,1,0,1,594000,65,8,23,2,2,15915.0,1,2.096927435171061
Geely,Monjaro,2021,110441,1,Серебристый,2,0,5,877000,63,4,34,2,5,18406.833333333332,1,1.0690066064752053
UAZ,Patriot,2021,99943,9,Синий,2,0,4,485000,36,14,38,4,5,16657.166666666668,0,1.69929602518354
Mercedes-Benz,E-Class,2020,135730,10,Серый,2,0,10,1175000,30,10,18,3,6,19390.0,1,1.2879361703677268
Mercedes-Benz,GLC,2021,91522,9,Серебристый,2,1,12,1283000,60,10,21,2,5,15253.666666666666,1,1.5481966758663988
Chery,Tiggo 7 Pro,2014,239228,5,Красный,3,0,1,295000,58,2,53,1,12,18402.153846153848,0,0.36164370127004364
UAZ,Hunter,2018,97075,10,Белый,3,0,7,359000,22,14,24,0,8,10786.111111111111,1,1.3666906264142906
Mercedes-Benz,GLC,2021,107918,3,Черный,2,1,8,884000,72,10,21,5,5,17986.333333333332,1,1.0667231967777837
Exeed,TX,2011,266537,9,Белый,4,0,6,285000,55,3,51,0,15,16658.5625,1,0.35317690227887216
Geely,Coolray,2012,144297,6,Черный,4,0,12,339000,70,4,14,5,14,9619.8,1,0.42820768249920305
BMW,X3,2025,14604,9,Синий,1,0,7,2189000,18,0,62,4,1,7302.0,0,2.490348808106243
Hyundai,Tucson,2025,21894,6,Черный,1,0,6,1957000,41,6,56,5,1,10947.0,1,2.3644933793897525
Kia,Rio,2020,126266,3,Серебристый,2,0,4,929000,55,7,46,2,6,18038.0,1,1.1034430768891323
Chery,Tiggo 8,2019,71712,4,Белый,1,0,7,896000,62,2,54,0,7,8964.0,1,1.0921619293712317
Chery,Tiggo 4,2020,74980,1,Синий,1,0,3,435000,54,2,52,4,6,10711.42857142857,0,0.9416629662522202
Mazda,CX-30,2015,237699,7,Серебристый,2,0,6,425000,48,9,11,2,11,19808.25,1,0.4897407832769372
Nissan,Qashqai,2024,31777,1,Синий,1,1,6,1061000,58,11,42,4,2,10592.333333333334,0,1.253876416605075
Volkswagen,Polo,2024,31189,10,Красный,1,0,2,2183000,36,15,40,1,2,10396.333333333334,0,2.3880705682633065
Exeed,VX,2017,116308,6,Серый,3,0,1,693000,55,3,59,3,9,11630.8,1,0.8812190956347934
Chery,Arrizo 8,2025,13213,2,Серебристый,1,0,1,1506000,86,2,6,2,1,6606.5,1,1.801238896680692
Changan,UNI-K,2011,311824,7,Черный,1,0,5,266000,42,1,58,5,15,19489.0,1,0.3269197316573261
Chery,Tiggo 4,2017,139514,1,Серебристый,1,0,3,275000,60,2,52,2,9,13951.4,1,0.5953041740674956
UAZ,Hunter,2022,74996,9,Белый,1,1,9,456000,57,14,24,0,4,14999.2,1,1.7359635811836114
Mazda,6,2024,47317,9,Синий,1,0,11,1954000,43,9,3,4,2,15772.333333333334,0,2.3023546110322566
Skoda,Rapid,2013,162691,8,Серый,2,0,9,485000,27,12,45,3,13,11620.785714285714,1,0.5709439636203609
Hyundai,Solaris,2011,240453,6,Красный,4,1,10,189000,59,6,48,1,15,15028.3125,0,0.23194845589868918
Volkswagen,Tiguan,2018,128529,4,Серебристый,2,0,11,725000,68,15,55,2,8,14281.0,1,0.8079890488323174
UAZ,Patriot,2019,128398,9,Красный,2,0,10,350000,50,14,38,1,7,16049.75,0,1.2262961006479156
Nissan,Juke,2020,122059,7,Красный,1,0,6,1151000,37,11,27,1,6,17437.0,0,1.2907836099456556
Nissan,Almera,2013,316486,10,Синий,1,0,10,382000,30,11,4,4,13,22606.14285714286,0,0.41227238403266014
Geely,Atlas Pro,2018,85786,2,Серый,2,1,12,533000,100,4,7,3,8,9531.777777777777,1,0.6709765404739112
Chery,Tiggo 7 Pro,2012,318911,2,Серый,4,0,6,203000,69,2,53,3,14,21260.733333333334,1,0.24885990290786053
Mercedes-Benz,GLE,2023,33366,5,Черный,1,0,11,1556000,52,10,22,5,3,8341.5,1,1.7135828601667644
Nissan,Qashqai,2025,16217,7,Серый,1,1,10,1897000,70,11,42,3,1,8108.5,1,2.2418506713476227
Haval,Dargo,2011,127503,5,Серебристый,3,0,8,335000,52,5,17,2,15,7968.9375,1,0.4145890637912244
Mazda,3,2024,30705,7,Синий,1,1,2,1650000,65,9,0,4,2,10235.0,0,1.8252876574747277
Changan,UNI-K,2016,228069,10,Серебристый,1,0,1,594000,44,1,58,2,10,20733.545454545456,1,0.730038799264856
Kia,Sorento,2016,79398,5,Серебристый,2,0,8,681000,50,7,49,2,10,7218.0,1,0.7702145834757056
UAZ,Pickup,2025,15976,3,Синий,1,1,10,414000,89,14,39,4,1,7988.0,0,1.5807690943695103
Changan,CS55,2013,335970,9,Красный,4,0,8,327000,39,1,10,1,13,23997.85714285714,0,0.38682865928374915
Haval,Jolion,2025,20127,9,Серый,1,0,11,1754000,60,5,26,3,1,10063.5,1,2.9007465528664813
Volkswagen,Tiguan,2018,214503,9,Белый,2,0,3,773000,21,15,55,0,8,23833.666666666668,1,0.8614834962032847
Toyota,RAV4,2018,120091,1,Синий,2,0,4,608000,71,13,43,4,8,13343.444444444445,0,0.7111903303069125
Geely,Tugella,2025,19074,6,Серебристый,1,0,10,1885000,63,4,57,2,1,9537.0,1,2.335846946639868
Kia,Rio,2016,137634,8,Красный,3,0,8,642000,39,7,46,1,10,12512.181818181818,0,0.7625516204120807
Toyota,Land Cruiser Prado,2014,136163,8,Серебристый,1,1,9,525000,58,13,32,2,12,10474.076923076924,1,0.5603694151160634
Chery,Tiggo 4,2025,25127,5,Серый,1,0,12,949000,76,2,52,3,1,12563.5,1,2.0543405861456483
Toyota,Camry,2020,82011,10,Черный,1,0,6,1494000,37,13,13,5,6,11715.857142857143,1,1.690545967266951
Lada,Vesta,2014,200294,8,Серебристый,2,0,8,141000,46,8,60,2,12,15407.23076923077,1,0.4967303707114898
Toyota,Land Cruiser Prado,2023,63766,5,Серый,1,1,8,1250000,77,13,32,3,3,15941.5,1,1.3342128931334842
Exeed,VX,2011,278478,10,Белый,3,0,8,283000,47,3,59,0,15,17404.875,1,0.3598629207282057
Mazda,3,2012,317063,10,Синий,1,1,8,292000,58,9,0,4,14,21137.533333333333,0,0.32302060362583057
BMW,X5,2019,5000,3,Красный,1,0,2,780000,51,0,63,1,7,625.0,0,0.9152773473814688
Geely,Coolray,2024,34429,9,Красный,1,0,6,1858000,53,4,14,1,2,11476.333333333334,0,2.346931781957284
Mazda,CX-5,2021,90419,5,Серый,1,0,6,1272000,41,9,12,3,5,15069.833333333334,1,1.601572170539668
Changan,CS35 Plus,2018,54246,6,Серый,3,1,11,641000,87,1,9,3,8,6027.333333333333,1,0.7685409498156376
Changan,CS55,2015,215599,9,Серый,1,1,7,426000,50,1,10,3,11,17966.583333333332,1,0.5039419231035998
Changan,CS55,2020,118044,1,Серый,2,0,1,699000,95,1,10,3,6,16863.428571428572,1,0.826890620303794
Geely,Coolray,2017,110857,10,Серебристый,1,0,1,931000,45,4,14,2,9,11085.7,1,1.1759921899904366
Nissan,X-Trail,2016,266959,7,Синий,2,0,2,451000,39,11,61,4,10,24269.0,0,0.5401567258666119
Kia,K5,2017,98185,9,Красный,2,1,5,721000,47,7,28,1,9,9818.5,0,0.8182297794815349
Toyota,Camry,2014,242953,9,Красный,1,1,9,363000,59,13,13,1,12,18688.69230769231,0,0.41075514465723106
Exeed,RX,2011,160972,3,Серебристый,3,0,1,245000,84,3,44,2,15,10060.75,1,0.30841465660099426
Kia,Rio,2018,128977,2,Серый,1,1,3,524000,71,7,46,3,8,14330.777777777777,1,0.6223941574702965
Mercedes-Benz,C-Class,2021,60085,2,Серебристый,1,0,1,1020000,66,10,8,2,5,10014.166666666666,1,1.236873279118909
Haval,F7,2016,125537,4,Черный,1,0,1,572000,88,5,19,5,10,11412.454545454546,1,0.6802931247665771
Exeed,VX,2020,80848,8,Серебристый,2,0,2,1250000,39,3,59,2,6,11549.714285714286,1,1.589500533251792
Haval,Dargo,2018,161619,9,Красный,3,0,9,833000,46,5,17,1,8,17957.666666666668,0,1.0309035526510146
Skoda,Rapid,2016,230299,8,Черный,3,1,5,422000,42,12,45,5,10,20936.272727272728,1,0.49678010855214905
Toyota,RAV4,2013,262303,10,Черный,3,1,4,346000,27,13,43,5,13,18735.928571428572,1,0.4047234445496574
UAZ,Pickup,2011,350000,3,Черный,1,0,1,72000,77,14,39,5,15,21875.0,1,0.2749163642381757
Changan,Alsvin,2014,200240,10,Серый,4,1,9,173000,49,1,5,3,12,15403.076923076924,1,0.4634577671942849
Kia,Sportage,2011,258231,5,Красный,3,0,7,239000,42,7,50,1,15,16139.4375,0,0.2747985086289656
Chery,Tiggo 4,2014,196637,5,Синий,4,0,6,189000,61,2,52,4,12,15125.923076923076,0,0.40913632326820604
UAZ,Hunter,2011,321527,7,Черный,1,0,6,87000,62,14,24,5,15,20095.4375,1,0.3312035779889785
Nissan,Almera,2020,44765,7,Красный,1,0,7,1131000,38,11,4,1,6,6395.0,0,1.2206284459186874
Toyota,Camry,2019,53705,5,Белый,2,0,8,904000,59,13,13,0,7,6713.125,1,1.0229274125899088
Volkswagen,Tiguan,2023,49975,6,Серебристый,1,0,8,1698000,38,15,55,2,3,12493.75,1,1.8923660757479654
Geely,Coolray,2011,189751,6,Синий,2,0,7,279000,55,4,14,4,15,11859.4375,0,0.3524187121453618
Kia,Sportage,2014,249881,2,Черный,4,0,7,271000,59,7,50,5,12,19221.615384615383,1,0.31159161438681876
Mercedes-Benz,C-Class,2021,86905,3,Серебристый,2,0,10,1104000,61,10,8,2,5,14484.166666666666,1,1.3387334315169368
Changan,Alsvin,2011,350000,6,Черный,4,0,4,108000,46,1,5,5,15,21875.0,1,0.28932623616753045
UAZ,Hunter,2014,132008,2,Серебристый,2,0,11,123000,75,14,24,2,12,10154.461538461539,1,0.468253334398211
BMW,3 Series,2017,214668,3,Серый,2,0,2,484000,74,0,1,3,9,21466.8,1,0.5663558287526275
Haval,F7,2021,92557,6,Черный,1,0,4,1244000,49,5,19,5,5,15426.166666666666,1,1.4795186140028356
Chery,Tiggo 7 Pro,2025,28751,5,Черный,1,0,8,1687000,38,2,53,5,1,14375.5,1,2.0681116069239445
Geely,Tugella,2011,175084,1,Белый,3,0,6,221000,82,4,57,0,15,10942.75,1,0.27385791788191555
Toyota,Land Cruiser Prado,2016,134655,10,Серебристый,1,0,7,802000,39,13,32,2,10,12241.363636363636,1,0.8560309922344436
Geely,Coolray,2019,134522,5,Красный,2,1,9,597000,65,4,14,1,7,16815.25,0,0.7541002550207204
UAZ,Pickup,2019,141893,10,Серый,1,1,9,309000,59,14,39,3,7,17736.625,1,1.1798493965221708
BMW,X3,2013,262355,6,Синий,3,0,2,329000,40,0,62,4,13,18739.64285714286,0,0.37429180350249147
Volkswagen,Passat,2021,81043,3,Синий,1,0,6,1081000,62,15,37,4,5,13507.166666666666,0,1.2602703831694073
Lada,Niva Travel,2020,50063,7,Серый,2,0,11,390000,76,8,35,3,6,7151.857142857143,1,1.3773364116512223
Nissan,Almera,2025,9995,1,Синий,1,0,4,1495000,51,11,4,4,1,4997.5,0,1.6134743825361961
UAZ,Profi,2022,70835,5,Серый,1,0,10,443000,45,14,41,3,4,14167.0,1,1.7483857269536762
Changan,Alsvin,2023,35421,4,Серебристый,1,0,5,644000,47,1,5,2,3,8855.25,1,1.7252416304804594
Hyundai,Solaris,2014,153840,2,Серый,4,0,5,382000,61,6,48,3,12,11833.846153846154,1,0.46880587382698025
Mercedes-Benz,C-Class,2012,274763,4,Серый,4,1,4,188000,62,10,8,3,14,18317.533333333333,1,0.22797272203368124
Volkswagen,Tiguan,2014,262518,9,Красный,2,0,4,424000,25,15,55,1,12,20193.69230769231,0,0.47253428511021045
Volkswagen,Tiguan,2014,181397,10,Белый,2,0,4,585000,19,15,55,0,12,13953.615384615385,1,0.6519635773336631
UAZ,Pickup,2019,198299,5,Черный,1,0,2,234000,50,14,39,5,7,24787.375,1,0.8934781837740711
UAZ,Profi,2024,33434,8,Белый,1,0,5,671000,28,14,41,0,2,11144.666666666666,1,2.6482321056115503
BMW,3 Series,2025,12669,1,Красный,1,1,7,1106000,52,0,1,1,1,6334.5,0,1.2941932781000123
Haval,F7x,2020,86388,3,Красный,1,0,1,914000,78,5,20,1,6,12341.142857142857,0,1.1394274341815653
BMW,3 Series,2016,87168,9,Синий,2,0,8,785000,28,0,1,4,10,7924.363636363636,0,0.9185729867165549
Volkswagen,Tiguan,2025,22364,9,Черный,1,0,9,2548000,35,15,55,5,1,11182.0,1,2.83966358127551
Haval,F7,2019,160832,4,Красный,2,0,12,705000,86,5,19,1,7,20104.0,0,0.8384731695112533
BMW,5 Series,2019,125464,7,Синий,2,0,5,980000,40,0,2,4,7,15683.0,0,1.1336628457251026
UAZ,Hunter,2022,70662,4,Серый,2,1,4,326000,69,14,24,3,4,14132.4,1,1.2410616830391608
Changan,UNI-K,2014,197060,5,Красный,1,0,7,343000,57,1,58,1,12,15158.461538461539,0,0.4215543908212889
UAZ,Patriot,2023,54034,1,Белый,1,0,12,378000,82,14,38,0,3,13508.5,1,1.3243997886997487
Hyundai,Santa Fe,2018,95598,1,Синий,3,0,12,593000,70,6,47,4,8,10622.0,0,0.687536231884058
Nissan,Juke,2018,140924,9,Серый,2,0,12,904000,50,11,27,3,8,15658.222222222223,1,1.013786605899976
Toyota,Land Cruiser Prado,2022,67369,6,Черный,2,1,3,1192000,50,13,32,5,4,13473.8,1,1.2723054148920907
Lada,Vesta,2011,341033,8,Синий,4,0,3,88000,25,8,60,4,15,21314.5625,0,0.31001611789085887
Haval,Dargo,2014,266143,4,Серебристый,2,1,11,245000,109,5,17,2,12,20472.53846153846,1,0.3032069272502984
Haval,Jolion,2016,165971,6,Серебристый,3,0,8,433000,45,5,26,2,10,15088.272727272728,1,0.7160907966882476
Chery,Tiggo 8,2021,108035,8,Серебристый,2,0,12,1283000,52,2,54,2,5,18005.833333333332,1,1.5638881198474222
Geely,Atlas Pro,2020,161125,4,Серый,1,0,1,855000,80,4,7,3,6,23017.85714285714,1,1.0763319739309458
